latitude,longitude,altitude,orientation_x,orientation_y,orientation_z,orientation_w
37.288933199999995,127.10706909999999,106.649,0.019561024283537187,-0.0029886704809690317,-0.006871668819483835,0.9997805831007974
37.2889604,127.10708029999999,106.528,0.0034801094419330825,0.00028223027333648936,0.058391034182260146,0.9982876821395078
37.2889854,127.10708939999999,106.33500000000001,-0.002207014340039363,0.002331877318380924,0.043659133009728526,0.9990413262426704
37.288992,127.10709209999999,106.377,0.0032396555335073296,-0.00037952614310151684,0.02565488181535183,0.9996655378830318
37.288994599999995,127.1070936,106.349,0.004343198065711803,0.006165975573747076,-0.015096395931310893,0.9998575979636657
37.289,127.10709969999999,106.34700000000001,0.011042603578409497,0.015403857380594506,-0.17666636925510096,0.9840882968810414
37.2890035,127.107114,106.461,0.03222788730794707,0.019427518035492204,-0.4501319879995084,0.8921687778678747
37.2890005,127.1071279,106.544,0.03614928377457704,0.032641608177039316,-0.675574541649838,0.7356811764431744
37.2889968,127.1071387,106.652,0.045276273117458424,0.025488362804086583,-0.6912843712177523,0.7207123702034242
37.2889901,127.1071704,107.058,0.04101584078103521,0.01695344290567974,-0.6507903093348241,0.7579592699179506
37.2889841,127.1072099,107.84100000000001,0.045418596854695785,0.016864318495831823,-0.6345932318040246,0.7713262448341462
